application_id,group,annual_income,credit_score,employment_length,debt_to_income,revolving_util,num_credit_lines,loan_amount,home_ownership,loan_purpose,age,defaulted
L61640,B,"$33,126",702.0,4 years,0.283,0.459,7,8500,OWN,debt consolidation,46,1
L60238,A,"$50,083",576.0,6 years,0.218,0.566,8,16800,Mortgage,debt_consolidation,38,0
L61182,A,"$47,090",729.0,3 years,0.216,0.064,15,5600,Mortgage,other,27,0
L63768,B,"$147,465",650.0,1 years,0.262,0.687,8,34300,MORTGAGE,debt consolidation,50,0
L60270,A,"$62,976",769.0,3 years,0.262,0.324,14,14400,RENT,debt_consolidation,32,0
L62733,A,"$80,736",698.0,6 years,0.355,0.424,6,17900,RENT,major_purchase,32,1
L62164,A,"$56,629",766.0,6 years,0.351,0.32,4,25000,RENT,debt_consolidation,42,0
L61082,B,"$53,843",649.0,10+ years,0.26,0.662,4,16300,MORTGAGE,credit_card,34,0
L62037,A,"$71,226",751.0,10+ years,0.336,0.572,9,27700,MORTGAGE,debt_consolidation,42,0
L63171,A,"$45,969",742.0,2 years,0.443,0.781,10,2000,RENT,debt_consolidation,27,1
L65040,B,"$99,792",589.0,10+ years,0.069,0.343,9,29700,OWN,major_purchase,54,0
L63017,A,"$94,783",776.0,9 years,0.302,0.297,12,16500,MORTGAGE,credit_card,38,0
L62761,B,"$38,042",735.0,3 years,0.232,0.635,9,18700,RENT,home_improvement,35,1
L63790,A,"$41,231",679.0,4 years,0.603,0.0,10,7500,MORTGAGE,debt_consolidation,37,1
L62408,A,"$89,541",673.0,10+ years,0.197,0.519,9,15200,Mortgage,major_purchase,32,0
L62064,B,"$42,628",731.0,7 years,0.278,0.514,9,15500,RENT,debt consolidation,35,0
L62554,A,"$39,872",778.0,3 years,0.219,0.515,2,18900,mortgage,credit_card,26,0
L62729,A,"$97,495",688.0,10+ years,0.331,0.145,9,14800,own,medical,30,0
L62363,A,"$38,185",655.0,3 years,0.362,0.472,7,15100,RENT,major_purchase,61,0
L63331,B,"$119,404",722.0,8 years,0.166,0.237,6,19000,RENT,credit_card,37,0
L64071,A,"$48,081",675.0,< 1 year,0.178,0.286,10,17500,OWN,debt_consolidation,24,0
L64871,B,"$59,783",639.0,1 years,0.457,0.584,5,10500,RENT,medical,46,0
L62466,A,"$52,261",604.0,6 years,0.209,0.251,11,21900,RENT,debt_consolidation,64,0
L62066,A,"$109,876",698.0,8 years,0.389,0.563,12,18100,Rent,home_improvement,50,0
L61353,B,"$28,772",578.0,9 years,0.434,0.301,5,15600,mortgage,credit_card,41,0
L63196,B,"$42,832",608.0,1 years,0.131,0.0,11,10900,MORTGAGE,debt_consolidation,29,0
L61585,A,"$52,580",721.0,7 years,0.265,0.707,8,19100,own,debt consolidation,41,0
L62663,A,"$19,503",670.0,7 years,0.338,0.172,9,14800,RENT,credit_card,26,0
L62018,A,"$68,644",763.0,10+ years,0.114,0.612,9,4800,RENT,credit_card,18,0
L64682,B,"$54,226",649.0,4 years,0.379,0.567,8,18500,RENT,credit_card,49,0
L60129,B,"$73,612",647.0,4 years,0.234,0.265,8,21900,MORTGAGE,credit_card,40,0
L64305,B,"$26,094",655.0,6 years,0.146,0.091,3,29000,RENT,debt_consolidation,50,0
L64024,A,"$40,491",559.0,8 years,0.257,0.723,9,13000,MORTGAGE,home_improvement,69,0
L64676,A,"$46,514",749.0,4 years,0.43,0.265,13,17600,RENT,debt_consolidation,44,0
L61494,A,"$59,117",648.0,4 years,-1.0,0.183,5,19100,RENT,major_purchase,52,1
L62245,A,"$36,658",674.0,4 years,0.281,0.318,17,7200,RENT,debt_consolidation,49,0
L62470,A,"$54,740",779.0,10+ years,0.264,0.758,10,27300,RENT,debt_consolidation,47,0
L63795,B,n/a,612.0,3 years,0.276,0.06,9,16800,mortgage,major_purchase,18,0
L63794,A,"$101,285",686.0,7 years,0.505,0.175,7,4900,RENT,major_purchase,19,1
L63939,B,"$49,741",630.0,1 years,0.345,0.65,11,19200,mortgage,credit_card,64,1
L60922,A,"$41,044",717.0,10 years,0.399,0.0,10,1000,RENT,debt_consolidation,38,0
L65030,A,"$36,764",765.0,9 years,0.106,0.367,6,14600,MORTGAGE,debt_consolidation,51,0
L61998,A,"$47,481",703.0,5 years,0.297,0.532,6,5700,RENT,debt_consolidation,50,0
L61962,B,"$27,851",636.0,3 years,0.294,0.437,8,1000,mortgage,debt_consolidation,30,1
L61205,B,"$18,762",660.0,1 years,0.383,0.664,8,12900,RENT,other,33,1
L61459,B,"$82,345",664.0,7 years,0.341,0.3,11,2600,MORTGAGE,debt_consolidation,51,1
L60277,A,"$152,902",700.0,10+ years,0.102,0.358,11,9300,RENT,debt_consolidation,32,0
L62569,B,"$28,760",710.0,4 years,0.357,0.171,7,14800,Mortgage,other,36,0
L63149,A,"$113,832",790.0,10+ years,0.136,0.225,7,26400,RENT,debt_consolidation,61,0
L60831,B,"$125,646",647.0,7 years,0.149,0.406,5,12700,RENT,debt_consolidation,22,0
L63407,A,"$107,834",680.0,10+ years,0.061,0.682,5,2500,MORTGAGE,credit_card,52,0
L64805,A,"$91,296",577.0,3 years,0.216,0.539,8,20700,Rent,major_purchase,30,1
L61367,B,"$62,144",644.0,10 years,0.301,0.248,4,9700,RENT,debt_consolidation,23,0
L61228,B,"$52,061",663.0,10+ years,0.426,0.202,8,22000,OWN,debt_consolidation,26,1
L61708,A,"$50,671",692.0,10 years,0.27,0.17,12,6300,MORTGAGE,credit_card,27,0
L60121,B,"$22,601",619.0,< 1 year,0.335,0.536,8,8500,MORTGAGE,debt_consolidation,45,1
L64363,A,"$80,792",726.0,5 years,0.331,0.5,9,11400,MORTGAGE,debt_consolidation,27,0
L61221,B,"$45,663",597.0,10 years,0.474,0.414,6,2300,RENT,debt_consolidation,18,0
L61630,B,"$32,716",694.0,10+ years,0.294,0.75,9,15600,RENT,debt_consolidation,51,0
L60313,A,"$52,824",660.0,4 years,0.128,0.813,9,22500,RENT,home_improvement,32,0
L64281,A,"$190,433",707.0,8 years,0.217,0.422,10,20600,MORTGAGE,debt_consolidation,46,0
L61123,B,"$49,919",633.0,7 years,0.15,0.076,9,1000,mortgage,debt_consolidation,72,1
L60684,A,"$44,458",543.0,9 years,0.508,0.381,8,14000,rent,home_improvement,25,0
L61087,A,"$47,076",680.0,10+ years,0.384,0.639,13,18600,OWN,debt_consolidation,44,0
L64055,B,"$48,130",560.0,2 years,0.238,0.762,7,10600,RENT,other,54,0
L60035,B,"$57,688",666.0,4 years,0.207,0.239,7,15600,MORTGAGE,major_purchase,57,0
L60289,A,"$72,266",738.0,2 years,0.333,0.45,7,1000,Mortgage,home_improvement,18,0
L60374,B,"$62,564",,< 1 year,0.274,0.837,10,6600,RENT,home_improvement,44,0
L64247,B,"$78,373",690.0,3 years,0.308,0.355,8,1000,OWN,debt_consolidation,35,1
L63472,A,"$43,477",627.0,6 years,0.33,0.329,6,13100,OWN,home_improvement,35,1
L63929,A,"$32,971",662.0,5 years,0.294,0.479,6,13800,OWN,home_improvement,29,0
L61499,A,"$39,550",607.0,6 years,0.446,0.349,6,12500,MORTGAGE,Home Improvement,37,1
L64063,A,"$121,842",762.0,9 years,0.277,0.601,10,11500,RENT,Medical,68,0
L60658,A,"$63,354",772.0,8 years,0.196,0.799,12,1000,own,debt_consolidation,38,0
L62425,A,"$56,766",572.0,6 years,0.195,0.423,8,10500,RENT,debt consolidation,30,0
L60119,A,"$71,128",633.0,7 years,0.384,0.444,11,1400,RENT,Major Purchase,43,0
L62312,A,n/a,707.0,10+ years,0.33,0.486,5,2900,RENT,Debt Consolidation,49,0
L62968,A,"$76,699",736.0,7 years,0.332,0.647,12,11500,rent,major_purchase,40,0
L62185,A,"$55,527",719.0,10+ years,0.37,0.582,8,15900,OWN,debt_consolidation,41,0
L60705,B,"$93,290",765.0,2 years,0.149,0.053,13,23700,MORTGAGE,other,35,0
L60834,A,"$28,369",573.0,6 years,0.308,0.902,9,23200,mortgage,credit_card,64,1
L61815,B,"$30,803",725.0,10+ years,0.353,0.884,5,14700,OWN,major_purchase,62,0
L62835,B,"$94,077",761.0,2 years,0.229,0.704,9,12900,MORTGAGE,debt_consolidation,51,0
L63091,A,"$67,246",711.0,1 years,0.101,0.362,10,22000,RENT,debt_consolidation,52,0
L62238,A,"$67,700",719.0,10+ years,0.209,0.431,3,17000,rent,medical,38,0
L61605,B,"$62,668",722.0,9 years,0.346,0.241,4,13200,Rent,credit_card,32,0
L61257,A,"$132,883",682.0,4 years,0.135,0.538,7,1400,mortgage,credit_card,45,0
L62010,A,"$103,091",651.0,6 years,0.441,0.437,9,23000,RENT,debt_consolidation,50,0
L64533,B,"$68,130",685.0,10+ years,0.336,0.432,7,3200,MORTGAGE,Other,40,0
L61151,A,"$43,141",616.0,7 years,0.327,0.347,8,17300,Rent,home_improvement,39,0
L63242,A,"$20,962",626.0,3 years,0.3,0.666,16,1200,Rent,major_purchase,46,0
L62894,A,"$70,400",749.0,9 years,0.155,0.573,13,1000,MORTGAGE,home_improvement,41,0
L60118,A,"$37,173",692.0,8 years,0.237,0.271,3,1000,RENT,medical,36,0
L64598,B,"$83,813",696.0,5 years,0.267,0.133,8,9200,own,credit_card,40,0
L60030,A,"$29,437",744.0,10+ years,0.335,0.136,8,21000,Mortgage,Debt Consolidation,26,1
L64378,B,"$32,372",720.0,4 years,0.253,0.717,7,22000,RENT,debt_consolidation,26,0
L61914,B,"$29,288",722.0,2 years,0.206,0.687,7,11300,rent,debt_consolidation,58,1
L63553,A,"$40,856",568.0,3 years,0.284,0.438,9,23100,MORTGAGE,debt_consolidation,59,0
L62581,A,"$53,336",820.0,4 years,0.312,0.626,19,21400,RENT,debt_consolidation,48,0
L61145,B,"$96,208",708.0,2 years,0.193,0.489,8,19600,MORTGAGE,debt consolidation,65,0
L62490,B,"$66,222",784.0,6 years,0.335,0.473,8,12200,rent,Debt Consolidation,18,0
L62039,A,"$35,509",673.0,2 years,0.34,0.418,9,15300,RENT,debt consolidation,32,0
L61970,A,"$26,763",719.0,10+ years,0.536,0.285,12,10400,MORTGAGE,debt_consolidation,66,1
L60027,A,"$37,796",674.0,10+ years,0.182,0.129,17,22800,MORTGAGE,debt consolidation,61,0
L64992,B,"$35,655",626.0,10+ years,0.347,0.906,7,4000,mortgage,Debt Consolidation,29,0
L61281,B,"$31,068",727.0,10+ years,0.499,0.158,10,8800,OWN,credit_card,30,1
L62205,A,"$39,552",654.0,6 years,0.585,0.376,6,16800,OWN,debt_consolidation,42,0
L61267,B,"$29,534",659.0,8 years,0.328,0.303,8,13800,RENT,major_purchase,39,0
L63574,A,"$23,277",809.0,9 years,0.372,0.026,8,23900,MORTGAGE,credit_card,34,0
L64870,A,"$68,395",682.0,10+ years,0.194,0.701,11,16700,mortgage,Medical,64,0
L64850,B,"$72,600",781.0,3 years,0.234,0.558,11,26700,mortgage,home_improvement,43,0
L64344,B,"$62,845",522.0,< 1 year,0.205,0.489,8,1000,RENT,debt_consolidation,52,0
L63748,B,"$54,831",723.0,10+ years,0.401,0.212,10,15000,MORTGAGE,major_purchase,33,0
L62872,A,"$66,040",613.0,6 years,0.425,0.529,3,6300,MORTGAGE,debt_consolidation,69,1
L63665,A,"$35,071",685.0,10+ years,0.182,0.601,8,7100,own,debt_consolidation,54,0
L60626,A,"$45,049",586.0,10+ years,0.406,0.791,3,13400,Mortgage,credit_card,41,1
L64616,B,"$14,411",717.0,7 years,0.23,0.728,11,4700,Rent,debt_consolidation,53,0
L64506,B,"$41,455",756.0,3 years,0.499,0.683,8,7100,MORTGAGE,credit_card,43,0
L60482,A,"$69,251",822.0,4 years,0.304,0.508,12,8400,RENT,other,36,0
L64521,A,"$108,881",654.0,10+ years,0.482,0.627,10,22700,Mortgage,debt_consolidation,36,1
L63811,A,"$43,035",716.0,9 years,0.299,0.066,11,19400,MORTGAGE,medical,38,0
L64486,B,"$34,877",678.0,1 years,0.352,0.675,8,30400,mortgage,debt_consolidation,22,1
L62931,A,"$41,381",,5 years,0.221,0.51,8,35400,MORTGAGE,Home Improvement,60,0
L60661,A,"$45,158",698.0,4 years,0.36,0.504,11,19600,MORTGAGE,debt_consolidation,33,0
L60946,B,"$37,653",654.0,2 years,0.354,0.565,9,1300,RENT,major_purchase,37,1
L63033,B,"$44,156",655.0,9 years,0.149,0.517,8,17200,OWN,home_improvement,44,1
L64033,A,"$45,034",672.0,7 years,0.453,0.487,13,11700,RENT,other,45,1
L63701,A,"$64,265",554.0,10+ years,0.278,0.418,8,8900,MORTGAGE,credit_card,43,1
L60380,B,"$113,660",757.0,4 years,0.338,0.328,5,4500,RENT,debt_consolidation,43,0
L62863,A,"$25,284",686.0,10+ years,0.17,0.537,8,18200,RENT,credit_card,36,1
L64924,A,"$22,347",729.0,3 years,0.267,0.119,3,17100,MORTGAGE,debt_consolidation,33,0
L63339,B,"$83,621",594.0,6 years,0.301,0.517,8,7800,RENT,debt_consolidation,43,0
L64035,A,"$64,975",606.0,7 years,0.173,0.796,9,10100,MORTGAGE,other,32,0
L62436,A,"$60,336",567.0,2 years,0.404,0.346,12,6700,MORTGAGE,debt consolidation,41,1
L64606,A,"$86,677",622.0,8 years,0.408,0.386,11,16000,mortgage,credit_card,46,1
L62627,B,"$24,953",665.0,3 years,0.176,0.272,8,6100,rent,home_improvement,25,0
L64118,B,"$83,369",649.0,5 years,0.307,0.372,4,26400,RENT,home_improvement,49,0
L61100,A,"$60,487",714.0,4 years,-1.0,0.203,9,5500,Rent,debt_consolidation,31,0
L61834,B,"$63,817",654.0,7 years,0.45,0.415,11,11600,rent,debt_consolidation,27,0
L63352,A,"$39,185",695.0,10 years,0.132,0.721,8,21400,RENT,debt_consolidation,39,0
L60625,B,"$72,989",599.0,6 years,0.229,1.002,7,20500,RENT,debt_consolidation,55,1
L60280,A,n/a,637.0,10+ years,0.172,0.742,13,20200,rent,debt_consolidation,19,1
L60743,A,"$32,195",679.0,1 years,0.111,0.339,9,4500,OWN,credit_card,48,0
L60198,B,"$47,259",699.0,10+ years,0.0,0.037,9,11000,Own,credit_card,41,0
L61430,A,"$37,248",658.0,6 years,0.196,0.672,10,21900,mortgage,other,52,0
L64890,A,"$57,232",534.0,< 1 year,0.473,0.507,6,4700,rent,home_improvement,41,0
L64398,B,"$69,703",675.0,7 years,0.235,0.643,8,2200,Rent,debt_consolidation,49,0
L63182,A,"$25,534",781.0,1 years,0.401,0.573,2,23400,RENT,debt consolidation,47,0
L63305,B,"$39,874",600.0,3 years,0.441,0.599,12,12400,MORTGAGE,home_improvement,34,1
L60397,B,"$45,615",721.0,3 years,0.313,0.784,6,9200,rent,debt_consolidation,46,1
L63393,A,"$37,962",674.0,7 years,0.357,0.536,12,14600,RENT,credit_card,61,0
L60499,B,"$139,092",690.0,10+ years,0.455,0.316,7,29600,MORTGAGE,major_purchase,41,1
L63753,A,"$45,143",759.0,7 years,0.253,0.332,15,13400,RENT,home_improvement,52,0
L65153,B,"$43,495",763.0,1 years,0.298,0.686,4,24200,MORTGAGE,debt_consolidation,57,1
L60770,A,"$42,318",,6 years,0.304,0.466,14,23900,RENT,credit card,35,0
L64145,A,n/a,661.0,7 years,0.324,0.319,5,20000,RENT,debt_consolidation,40,1
L61612,A,"$52,026",650.0,10+ years,0.333,0.079,11,35600,OWN,debt consolidation,26,0
L60273,A,"$43,481",719.0,7 years,0.273,0.443,10,9700,rent,home_improvement,54,0
L64266,A,"$97,356",642.0,10+ years,0.284,0.576,5,7500,RENT,debt_consolidation,27,0
L63533,A,"$79,316",670.0,10+ years,0.212,0.155,9,6100,MORTGAGE,Debt Consolidation,32,0
L64353,A,"$47,370",710.0,7 years,0.287,0.0,10,13200,mortgage,debt_consolidation,54,0
L61669,A,"$34,729",617.0,10+ years,0.386,0.308,5,11000,rent,debt_consolidation,53,0
L60663,B,"$17,727",745.0,6 years,0.28,0.224,7,3000,RENT,debt_consolidation,48,1
L63848,A,"$122,576",809.0,3 years,0.058,0.344,12,24500,RENT,debt_consolidation,37,0
L61247,B,"$36,482",546.0,4 years,0.073,0.673,10,17800,MORTGAGE,medical,26,0
L61479,B,"$79,385",648.0,< 1 year,0.318,0.411,6,22100,MORTGAGE,medical,62,0
L63655,B,"$39,944",607.0,2 years,0.221,0.412,8,13400,MORTGAGE,debt_consolidation,49,0
L60018,A,"$84,749",833.0,6 years,0.388,0.642,3,23500,Rent,major_purchase,38,0
L63321,B,"$83,142",602.0,4 years,0.265,0.691,10,33200,RENT,other,35,1
L60677,A,"$57,529",840.0,7 years,0.353,0.264,9,26100,MORTGAGE,debt consolidation,44,0
L62957,A,"$67,808",731.0,10+ years,0.335,0.371,8,1000,RENT,debt_consolidation,41,0
L60498,B,"$45,533",643.0,4 years,0.313,0.558,6,14500,RENT,major_purchase,43,0
L64289,B,"$131,587",528.0,< 1 year,0.197,0.564,9,23200,mortgage,Major Purchase,39,1
L60213,B,"$74,287",701.0,9 years,0.435,0.224,8,13900,RENT,debt consolidation,44,1
L62264,A,"$122,174",781.0,10+ years,0.177,0.735,7,18500,OWN,Debt Consolidation,62,0
L64913,A,"$29,098",658.0,7 years,0.369,0.328,12,14400,MORTGAGE,credit_card,28,0
L64386,A,"$84,770",717.0,5 years,0.341,0.365,10,12000,RENT,credit_card,47,0
L64776,A,"$51,565",775.0,7 years,0.321,0.29,9,1000,MORTGAGE,debt_consolidation,24,0
L62659,A,"$77,446",620.0,6 years,0.259,0.642,12,23200,rent,credit_card,24,1
L64200,A,"$31,954",840.0,9 years,0.406,0.684,7,5400,RENT,major_purchase,37,0
L61445,B,"$54,058",707.0,8 years,0.296,0.17,4,1000,MORTGAGE,debt_consolidation,46,0
L61447,B,"$35,145",633.0,10+ years,0.374,0.504,12,1700,mortgage,credit_card,36,1
L62932,A,"$47,867",775.0,3 years,0.314,0.441,14,18300,RENT,credit_card,38,0
L64137,B,"$47,881",708.0,5 years,0.176,0.632,2,23400,MORTGAGE,debt_consolidation,64,1
L63947,B,"$43,587",711.0,5 years,0.345,0.323,11,1000,MORTGAGE,major_purchase,32,1
L61406,B,"$38,955",771.0,1 years,0.378,0.519,10,9600,RENT,major_purchase,50,0
L60185,A,"$59,964",659.0,,0.317,0.208,8,9200,MORTGAGE,home_improvement,54,1
L60186,A,"$56,839",733.0,6 years,0.184,0.85,9,25600,RENT,medical,40,0
L60418,A,"$63,946",721.0,,0.361,0.396,14,13900,MORTGAGE,Debt Consolidation,66,0
L61317,B,"$66,368",713.0,6 years,0.245,0.27,14,16100,OWN,debt_consolidation,43,0
L63061,A,"$69,353",709.0,3 years,0.193,0.583,9,7200,MORTGAGE,debt consolidation,34,1
L60646,B,"$46,257",732.0,7 years,0.397,0.337,5,15900,Own,credit card,57,0
L64428,A,"$93,649",659.0,9 years,0.094,0.947,15,1300,RENT,debt consolidation,40,0
L61939,A,"$81,677",649.0,3 years,0.346,0.401,6,27200,Rent,credit card,57,0
L65163,B,"$32,343",756.0,10+ years,0.301,0.39,4,19100,MORTGAGE,credit_card,44,0
L61398,B,"$15,227",644.0,4 years,0.287,0.422,11,16400,mortgage,debt_consolidation,52,1
L61978,A,"$74,887",701.0,2 years,0.187,0.794,8,22200,Rent,credit_card,45,1
L62976,A,"$107,825",677.0,5 years,0.306,0.661,9,23000,MORTGAGE,Medical,36,0
L62149,A,"$21,749",613.0,5 years,0.249,0.689,6,19100,RENT,debt_consolidation,41,1
L64701,A,"$86,429",617.0,3 years,0.358,0.564,6,25000,MORTGAGE,major_purchase,33,1
L60491,A,"$43,512",651.0,10+ years,0.189,0.343,10,10600,RENT,medical,51,0
L64537,A,"$57,056",,,0.519,0.375,6,11800,RENT,Debt Consolidation,26,0
L62687,A,"$35,591",649.0,6 years,0.328,0.428,9,22800,RENT,Home Improvement,31,0
L60068,B,"$75,331",641.0,10+ years,0.359,0.0,12,7100,OWN,debt_consolidation,38,0
L63831,B,"$112,740",644.0,7 years,0.318,0.043,5,23100,MORTGAGE,credit_card,60,0
L61128,A,"$58,947",637.0,3 years,0.138,0.132,7,32200,Own,Credit Card,37,0
L61816,B,"$29,499",603.0,5 years,0.143,0.358,10,22600,RENT,other,50,0
L62795,A,"$49,684",680.0,8 years,0.136,0.77,12,2400,mortgage,credit_card,47,0
L60868,A,"$117,230",739.0,3 years,0.49,0.569,12,23000,MORTGAGE,debt_consolidation,41,1
L62599,A,"$35,258",785.0,3 years,0.082,0.606,6,12700,RENT,credit_card,38,0
L60739,A,"$43,487",711.0,7 years,0.388,0.132,12,34200,RENT,debt_consolidation,54,0
L62069,A,"$54,527",691.0,10+ years,0.358,0.523,9,16000,Mortgage,other,60,0
L64567,B,"$32,230",781.0,2 years,0.39,0.625,8,10600,RENT,credit_card,47,0
L62055,B,"$40,925",709.0,10 years,0.525,0.659,8,23900,RENT,Credit Card,39,1
L64114,A,"$25,725",780.0,,0.141,0.161,6,1200,OWN,credit_card,56,0
L60505,A,"$21,643",593.0,6 years,0.148,0.853,6,17100,OWN,debt_consolidation,19,1
L63409,B,"$85,184",726.0,2 years,0.315,0.6,9,23900,OWN,home_improvement,43,0
L64946,A,"$32,123",687.0,10+ years,0.268,0.287,8,19200,OWN,credit_card,37,0
L61643,A,"$84,792",659.0,3 years,0.357,0.204,5,27500,Rent,medical,56,0
L60294,B,"$42,300",788.0,10+ years,0.134,0.468,5,18100,mortgage,Credit Card,37,0
L64919,A,"$44,138",748.0,9 years,0.418,0.407,6,5200,MORTGAGE,Major Purchase,58,0
L65193,A,"$54,948",760.0,10+ years,0.329,0.772,8,17700,MORTGAGE,debt_consolidation,40,1
L60877,A,"$28,792",669.0,10 years,0.33,0.574,5,13100,MORTGAGE,credit_card,47,0
L64730,B,"$38,577",704.0,10+ years,0.172,0.418,6,16600,RENT,debt_consolidation,46,0
L61656,A,"$36,916",814.0,3 years,0.197,0.175,7,26500,RENT,debt_consolidation,44,0
L64974,B,"$44,339",625.0,2 years,0.103,0.287,5,22000,MORTGAGE,Other,36,0
L61129,A,"$27,350",598.0,9 years,0.269,0.172,5,38800,RENT,other,33,0
L60892,A,"$35,694",645.0,8 years,0.264,0.708,10,11500,Mortgage,debt_consolidation,47,1
L61019,A,"$122,963",755.0,2 years,0.293,0.301,11,26500,RENT,home_improvement,36,0
L61399,B,"$31,849",565.0,4 years,0.384,0.361,8,10200,Mortgage,credit_card,54,1
L64141,A,"$29,601",731.0,6 years,0.166,0.707,14,1000,OWN,major_purchase,54,0
L60184,A,"$33,204",509.0,5 years,0.197,0.253,7,24300,Own,credit_card,27,0
L60683,B,"$30,865",750.0,10+ years,0.358,0.689,6,14300,Rent,credit_card,40,0
L62602,A,"$73,356",633.0,10+ years,0.248,0.506,6,5200,MORTGAGE,debt_consolidation,45,0
L64172,B,"$32,323",718.0,4 years,0.267,0.563,5,15100,RENT,debt_consolidation,66,1
L62451,A,"$95,318",686.0,8 years,0.427,0.254,7,7100,RENT,major_purchase,32,1
L60809,B,"$35,358",597.0,< 1 year,0.241,0.611,10,2100,RENT,medical,51,0
L61608,B,"$57,934",682.0,< 1 year,0.405,0.404,5,18300,RENT,debt_consolidation,42,0
L60317,B,"$49,640",497.0,6 years,0.194,0.619,3,22400,rent,medical,51,1
L60319,A,"$80,095",737.0,4 years,0.127,0.285,8,13200,RENT,debt_consolidation,19,1
L63151,B,"$74,739",612.0,2 years,0.274,0.662,4,28400,rent,Major Purchase,42,1
L62703,B,"$79,129",549.0,9 years,0.208,0.287,5,22600,RENT,credit_card,36,0
L60750,B,"$66,871",614.0,8 years,0.281,0.164,11,21400,RENT,other,47,0
L63401,A,"$75,205",597.0,8 years,0.331,0.651,3,26100,rent,debt_consolidation,23,0
L62464,B,"$125,985",615.0,3 years,0.375,0.213,6,28700,RENT,Debt Consolidation,40,0
L61602,A,"$50,428",642.0,< 1 year,0.189,0.255,11,17800,RENT,debt_consolidation,28,0
L62192,A,"$37,171",671.0,9 years,0.397,0.391,13,27200,RENT,home_improvement,40,0
L63529,B,"$60,684",646.0,3 years,0.391,0.511,11,27700,RENT,credit_card,47,0
L61135,A,"$78,922",,2 years,0.376,0.194,11,20200,RENT,debt_consolidation,36,0
L61918,A,"$52,211",716.0,6 years,0.188,0.0,9,21100,RENT,home_improvement,57,1
L63470,A,"$47,412",687.0,< 1 year,0.476,0.169,8,5100,MORTGAGE,Debt Consolidation,18,0
L62054,A,"$110,089",629.0,9 years,0.356,0.203,12,24700,RENT,debt_consolidation,31,0
L63012,A,"$47,341",612.0,< 1 year,0.195,0.601,11,22200,OWN,debt_consolidation,34,0
L64132,A,"$74,576",597.0,4 years,0.229,0.702,8,11100,RENT,home_improvement,38,1
L60130,B,"$43,692",721.0,4 years,0.296,0.101,9,15600,MORTGAGE,credit_card,38,0
L62544,A,"$97,945",703.0,9 years,0.285,0.541,8,15600,OWN,medical,50,0
L62420,B,"$61,394",571.0,10+ years,0.209,0.324,10,17200,OWN,credit_card,28,0
L63467,A,"$57,985",647.0,2 years,0.25,0.491,7,16800,RENT,debt_consolidation,30,0
L63601,B,"$61,821",611.0,3 years,0.372,0.458,5,33000,RENT,debt_consolidation,35,0
L61607,B,"$34,928",585.0,10+ years,0.312,0.358,10,26300,RENT,credit_card,18,1
L61915,A,"$78,070",713.0,6 years,0.347,0.0,11,26600,MORTGAGE,debt consolidation,27,0
L62952,A,"$46,978",560.0,8 years,0.269,0.379,10,16300,MORTGAGE,home_improvement,46,1
L64926,B,"$83,294",630.0,< 1 year,0.089,0.113,7,16100,RENT,debt_consolidation,45,0
L62068,B,"$40,372",682.0,< 1 year,0.301,0.848,5,20900,RENT,credit_card,36,0
L62116,A,"$105,536",656.0,3 years,0.386,0.315,10,10900,MORTGAGE,credit card,39,1
L63954,A,"$30,054",620.0,3 years,0.229,0.184,8,16900,RENT,credit_card,32,0
L62556,B,"$76,473",680.0,6 years,0.486,0.527,7,9500,Mortgage,debt_consolidation,62,0
L65154,B,"$105,008",577.0,3 years,0.335,0.782,6,14800,Mortgage,debt consolidation,40,0
L61950,A,"$36,710",,8 years,0.341,0.523,13,16600,MORTGAGE,credit_card,32,0
L63300,A,"$30,593",644.0,4 years,0.381,0.693,5,24400,RENT,other,64,1
L64832,A,"$78,436",630.0,6 years,0.412,0.37,3,20000,MORTGAGE,debt_consolidation,52,1
L61091,A,"$36,968",807.0,9 years,0.214,0.305,9,14600,MORTGAGE,debt consolidation,47,0
L61015,B,"$46,541",659.0,4 years,0.23,0.373,10,3400,RENT,credit_card,39,0
L61400,A,"$17,221",661.0,5 years,0.189,0.266,11,22000,rent,debt_consolidation,33,0
L60464,B,"$43,366",640.0,4 years,0.339,0.369,10,14500,OWN,debt_consolidation,37,0
L62486,A,"$53,597",666.0,4 years,0.197,1.121,7,19200,Mortgage,major_purchase,61,1
L60091,A,"$84,137",650.0,4 years,0.234,0.199,11,8400,mortgage,home_improvement,57,1
