employee_id,age,tenure_years,monthly_salary,satisfaction,work_life_balance,overtime,num_promotions,years_since_promotion,commute_km,job_role,exit_process_started,attrition
E73925,47,3.4,3523,1.0,4,Yes,1,1.2,17,Engineering,0,0
E70570,22,1.8,5894,4.0,1,No,2,3.7,10,Engineering,0,0
E73934,36,4.2,6462,2.0,3,No,0,4.3,15,Sales,0,0
E70586,55,6.7,7270,5.0,3,No,0,1.1,6,Operations,0,0
E71972,49,0.8,9255,2.0,2,Yes,2,2.4,5,Engineering,1,1
E71930,40,6.0,7564,2.0,2,Yes,1,0.5,27,Operations,0,0
E72048,32,1.4,4299,2.0,3,No,3,4.3,9,Engineering,1,0
E73134,22,1.2,6518,5.0,4,No,1,6.4,25,Support,0,0
E73767,33,3.6,8179,1.0,2,No,2,4.0,11,Engineering,0,0
E72730,25,3.5,3293,4.0,1,No,1,5.1,22,Engineering,0,0
E71036,47,2.2,2500,4.0,3,No,2,4.0,12,Engineering,0,0
E71815,31,5.7,2500,3.0,4,No,0,0.7,20,Engineering,0,0
E71463,49,2.0,7027,1.0,3,No,1,7.1,12,Sales,0,0
E70787,30,7.5,4827,4.0,3,No,0,3.3,26,Management,0,0
E70282,41,4.0,2500,2.0,1,No,0,2.7,10,Engineering,0,1
E72697,25,1.3,2970,1.0,4,Yes,0,9.6,35,Operations,0,0
E73583,47,6.7,7341,1.0,2,No,3,3.0,35,Sales,0,0
E71284,21,5.2,9336,,4,No,1,13.1,13,Engineering,0,0
E73915,44,4.7,4085,3.0,1,No,1,3.5,9,Operations,0,0
E71354,38,4.4,4277,3.0,4,No,3,6.0,21,Management,0,0
E71452,28,10.6,6383,5.0,3,No,0,1.1,25,Engineering,0,0
E72254,25,9.3,5531,5.0,2,No,2,1.1,18,Engineering,0,0
E70476,39,3.7,5190,5.0,3,No,2,2.7,13,Operations,0,0
E73191,40,1.7,8726,3.0,2,No,0,5.5,9,Support,0,0
E70142,36,2.2,5168,4.0,4,No,0,12.3,7,Engineering,0,0
E70336,42,2.9,4689,5.0,3,No,0,1.1,8,Support,0,0
E73188,48,3.5,6458,2.0,1,Yes,1,2.7,13,Support,1,1
E73146,33,9.2,6783,2.0,3,No,1,4.2,12,Management,0,0
E73864,29,3.7,8035,1.0,1,No,2,2.7,23,Sales,0,0
E72015,22,8.7,4036,3.0,2,Yes,2,2.0,13,Sales,0,0
E73950,43,4.3,2500,5.0,2,Yes,0,3.0,4,Operations,0,0
E73522,43,5.3,5163,1.0,2,Yes,2,2.5,51,Operations,1,1
E72399,35,2.0,6897,2.0,3,Yes,2,3.6,12,Support,1,1
E73099,22,3.4,8400,3.0,3,No,2,3.3,3,Sales,0,0
E73046,34,2.4,5086,5.0,1,No,1,0.2,41,Operations,1,1
E72624,46,5.9,7236,1.0,4,No,1,2.4,23,Sales,0,0
E70062,21,5.1,7555,4.0,1,Yes,4,4.1,7,Engineering,1,1
E73033,27,3.8,5915,4.0,3,No,2,7.7,2,Operations,0,0
E72688,35,10.6,6094,5.0,2,No,1,4.7,3,Operations,0,0
E70004,30,1.0,5057,5.0,1,No,2,1.3,28,Sales,1,1
E73234,25,2.4,4562,4.0,4,No,4,6.1,14,Sales,0,0
E70729,41,7.5,5492,1.0,4,Yes,1,2.6,38,Engineering,0,0
E71125,27,4.9,7420,5.0,4,Yes,1,2.2,15,Sales,1,0
E73396,41,2.9,7822,1.0,2,No,1,4.2,13,Engineering,0,0
E73159,30,1.1,5949,3.0,4,Yes,2,5.0,12,Sales,0,0
E73435,41,2.2,4503,3.0,4,No,1,1.3,10,Support,0,0
E73845,33,7.8,9088,4.0,4,Yes,0,1.6,31,Support,0,0
E71102,24,1.2,4787,4.0,2,No,0,0.4,47,Operations,0,0
E70969,40,3.4,3226,1.0,3,No,2,1.6,6,Sales,1,1
E72702,21,1.9,5452,3.0,1,No,1,2.2,17,Sales,0,0
E72297,28,4.5,6328,1.0,2,No,1,1.5,6,Management,1,1
E70538,40,1.5,10367,1.0,4,No,1,2.6,37,Engineering,0,0
E73766,32,3.4,2911,3.0,2,Yes,1,2.9,27,Management,1,1
E72252,27,4.7,10381,1.0,4,Yes,0,6.6,20,Sales,0,0
E73105,41,4.4,8943,1.0,3,No,1,0.5,25,Operations,0,0
E71077,26,0.8,6919,2.0,3,No,2,1.0,15,Sales,1,1
E71668,36,1.3,8400,3.0,2,Yes,1,2.1,4,Sales,0,0
E72098,50,11.9,6302,3.0,4,No,0,2.1,12,Operations,0,0
E72752,44,2.8,7660,3.0,1,No,0,1.7,44,Sales,0,0
E71530,44,5.1,9228,2.0,2,No,0,5.0,14,Sales,0,0
E72314,36,8.4,5761,3.0,3,No,2,2.3,33,Engineering,0,0
E73419,34,5.5,11695,4.0,2,No,3,5.7,27,Management,0,0
E70922,45,8.3,2803,5.0,2,No,1,2.1,14,Operations,0,0
E73057,46,15.4,6451,2.0,4,No,3,1.2,1,Engineering,0,0
E71893,35,7.7,7038,4.0,2,No,2,3.3,9,Management,0,0
E71715,46,3.0,6488,1.0,4,Yes,2,2.4,3,Operations,0,0
E70263,50,7.9,3278,3.0,2,No,3,2.3,2,Sales,0,0
E72049,32,5.3,6673,3.0,4,No,1,10.1,32,Operations,0,0
E71660,26,4.9,7036,5.0,3,Yes,1,5.5,21,Engineering,0,0
E70934,43,2.0,8046,4.0,1,No,1,1.9,32,Support,1,1
E72738,43,3.0,7115,3.0,1,No,2,13.4,6,Engineering,0,0
E71101,35,1.9,4461,5.0,3,No,1,7.5,18,Engineering,0,0
E72054,45,4.7,5171,2.0,3,No,2,2.3,5,Engineering,0,0
E70799,41,4.4,4374,4.0,1,No,0,5.4,4,Engineering,0,0
E70241,35,2.2,3694,1.0,4,No,1,9.7,4,Operations,0,0
E70597,36,4.2,7338,3.0,3,Yes,0,4.5,7,Operations,1,1
E72805,34,3.0,5551,2.0,1,No,0,3.3,30,Engineering,0,0
E70655,22,12.3,8117,2.0,4,No,4,3.7,9,Support,0,0
E73621,45,7.1,2500,1.0,2,Yes,3,0.8,6,Engineering,0,0
E71079,26,0.7,6514,3.0,3,No,3,2.0,16,Support,0,0
E73757,38,6.9,7125,4.0,4,No,1,2.2,4,Engineering,0,0
E70076,30,3.2,9111,1.0,4,Yes,5,2.3,22,Management,0,0
E71288,51,11.6,4581,5.0,3,No,1,2.8,6,Sales,0,0
E72838,29,7.9,3659,4.0,1,No,1,1.0,11,Sales,0,0
E70502,48,3.4,8653,4.0,2,No,2,6.8,37,Support,0,0
E70585,48,7.7,8543,4.0,4,No,1,2.4,22,Sales,0,0
E70368,40,15.8,8342,2.0,3,Yes,1,4.2,10,Engineering,0,0
E71182,49,3.4,7192,5.0,4,No,1,2.1,32,Engineering,0,0
E71367,28,0.8,4031,1.0,2,No,2,2.2,18,Sales,0,0
E72681,27,1.2,4246,1.0,1,No,2,13.5,8,Operations,0,0
E73115,42,4.3,5867,3.0,2,Yes,2,1.3,5,Support,0,0
E71277,44,1.7,4266,4.0,3,No,1,12.9,42,Engineering,1,1
E73698,33,2.9,7440,3.0,4,No,1,4.5,27,Engineering,0,0
E70749,34,3.6,5606,1.0,1,No,1,1.6,2,Operations,0,0
E72583,33,1.7,6450,4.0,1,No,1,3.6,34,Support,0,0
E70334,32,4.7,5003,1.0,4,No,0,3.5,17,Operations,0,0
E72468,50,1.1,6246,3.0,1,No,1,3.0,7,Sales,0,0
E70460,33,7.3,7303,4.0,4,No,2,3.0,22,Sales,0,0
E72064,46,6.1,5913,3.0,3,No,1,1.4,29,Engineering,0,0
E71664,23,2.0,2500,5.0,2,No,1,2.2,9,Support,0,0
E70798,52,9.8,3488,2.0,3,No,0,3.8,41,Operations,1,1
E73590,34,1.5,8573,2.0,4,Yes,2,2.4,10,Engineering,0,0
E71826,34,7.8,2500,1.0,1,Yes,3,2.7,10,Support,0,0
E73748,44,2.8,6200,5.0,3,No,1,1.8,31,Support,1,1
E71795,37,7.8,2852,5.0,2,Yes,3,3.3,15,Sales,0,0
E73263,41,8.7,6993,1.0,4,No,1,5.0,32,Support,0,0
E73351,56,12.3,4540,1.0,4,No,0,2.6,17,Operations,0,0
E71695,41,1.8,8009,5.0,1,No,0,0.7,5,Operations,0,0
E71031,24,0.7,6597,4.0,1,No,1,6.2,16,Operations,0,0
E73397,40,7.8,6835,4.0,2,No,1,1.5,26,Support,0,0
E70093,28,5.5,6994,3.0,2,Yes,2,1.9,13,Engineering,0,0
E72834,39,1.1,6298,1.0,4,No,3,0.3,5,Management,0,0
E72922,63,1.5,8693,5.0,1,Yes,0,0.7,31,Support,0,0
E73291,51,14.1,7882,1.0,2,No,0,0.6,28,Engineering,1,1
E71760,33,2.4,2500,2.0,1,No,2,6.7,5,Support,0,1
E72620,30,14.0,8358,1.0,2,No,2,3.2,11,Operations,0,1
E73802,39,1.9,8431,4.0,1,No,0,1.7,13,Sales,0,0
E70158,41,3.5,5303,3.0,4,No,1,5.6,18,Engineering,0,0
E72784,50,4.0,10503,3.0,2,No,0,3.4,30,Support,0,0
E73521,53,4.6,5758,2.0,3,Yes,0,6.7,21,Engineering,0,0
E71386,29,7.8,6966,4.0,4,Yes,0,6.5,16,Sales,0,0
E73229,48,6.1,6071,1.0,3,No,2,3.8,13,Operations,0,0
E73438,25,2.3,4094,4.0,2,Yes,2,2.6,13,Operations,0,0
E71633,48,7.1,5730,4.0,3,Yes,5,3.9,2,Operations,0,0
E72987,27,1.9,3996,5.0,4,No,0,4.9,15,Engineering,0,0
E70270,36,2.6,5782,2.0,2,Yes,3,2.9,11,Sales,0,0
E73881,29,6.5,10770,2.0,3,No,1,3.0,14,Engineering,0,0
E72323,38,0.5,4838,5.0,2,No,5,0.8,4,Operations,0,0
E70110,42,5.2,2500,5.0,2,No,0,8.6,6,Management,0,0
E70455,35,14.4,7664,1.0,4,No,0,1.6,10,Support,0,0
E71169,46,1.0,7453,2.0,4,No,0,4.0,11,Operations,0,0
E72827,41,2.7,5289,5.0,1,Yes,1,5.2,4,Operations,1,1
E71264,45,6.1,6539,3.0,4,No,5,4.6,9,Support,0,0
E71609,36,5.1,6111,2.0,1,No,1,3.6,15,Operations,0,0
E73740,27,3.6,2962,4.0,1,Yes,2,9.2,1,Sales,0,0
E71661,27,2.2,9726,1.0,4,No,0,4.1,13,Engineering,0,0
E73862,45,3.4,2500,1.0,4,No,2,5.4,15,Sales,0,0
E71208,30,0.8,3375,1.0,3,Yes,0,7.3,16,Engineering,1,1
E72417,34,21.8,5954,5.0,4,Yes,3,1.2,18,Engineering,0,0
E73442,28,3.5,11572,1.0,1,No,2,3.1,21,Operations,0,0
E71063,27,0.9,8227,5.0,3,No,0,2.5,31,Sales,0,0
E72173,51,1.6,8226,2.0,1,No,3,1.5,19,Sales,0,0
E70240,44,2.6,9231,1.0,2,No,2,2.3,14,Management,0,0
E72448,30,4.5,7355,3.0,3,No,0,4.9,28,Operations,0,0
E73301,28,1.5,4864,2.0,4,No,1,0.9,4,Support,1,1
E73681,54,4.2,3419,5.0,3,No,2,4.2,21,Engineering,0,0
E71625,21,3.1,5253,4.0,4,No,2,3.2,20,Sales,0,0
E73611,48,1.2,9243,5.0,3,Yes,2,0.5,19,Sales,0,0
E70188,48,9.1,7023,4.0,1,No,2,2.2,20,Sales,0,0
E73330,44,1.3,5851,3.0,2,No,0,0.9,5,Engineering,0,0
E70143,33,7.6,10832,3.0,4,No,2,10.0,5,Sales,0,0
E71364,41,1.5,5961,3.0,2,No,3,3.7,46,Management,1,1
E72503,37,4.5,7572,5.0,1,No,4,3.1,23,Operations,0,0
E71056,44,8.4,8853,5.0,4,No,0,2.4,6,Support,0,0
E72971,48,5.3,7035,2.0,1,No,0,1.2,4,Engineering,0,0
E70671,32,1.5,5352,5.0,1,Yes,0,1.7,20,Operations,0,0
E73456,35,6.6,4743,1.0,3,Yes,0,2.6,32,Engineering,0,0
E72586,42,4.3,10500,2.0,3,No,1,1.0,11,Management,0,0
E71863,37,2.0,3436,5.0,4,No,1,0.4,11,Operations,0,0
E70192,48,0.9,3812,2.0,4,No,2,2.3,1,Sales,0,0
E73380,48,7.4,5623,2.0,3,No,1,1.3,9,Sales,0,0
E71291,45,10.2,8346,2.0,1,No,3,2.9,30,Engineering,1,1
E70571,25,6.6,6005,3.0,2,Yes,1,1.8,17,Engineering,0,0
E73571,52,2.2,3435,2.0,1,Yes,0,10.8,13,Support,0,0
E73613,54,4.7,7816,3.0,1,Yes,2,5.1,22,Engineering,1,1
E71536,35,3.5,3426,4.0,2,No,0,2.0,23,Sales,0,0
E71833,39,4.1,9118,2.0,1,No,1,6.2,5,Sales,0,0
E73829,32,6.6,6778,2.0,3,Yes,4,2.0,30,Engineering,1,1
E72793,40,7.1,4318,3.0,1,No,3,1.8,45,Support,0,0
E71136,40,3.9,6357,3.0,3,No,1,3.3,17,Support,0,0
E72165,34,6.8,7740,1.0,2,No,3,3.7,35,Operations,0,0
E71116,46,5.8,6110,4.0,4,No,1,2.5,10,Support,0,0
E70724,46,1.6,7309,3.0,3,No,1,5.2,4,Support,0,0
E72360,31,7.3,7804,1.0,2,No,2,4.5,6,Engineering,1,1
E70809,21,8.6,11624,4.0,1,No,2,0.8,2,Engineering,0,0
E71061,40,7.1,2500,2.0,3,No,1,4.0,8,Operations,0,0
E71537,46,2.7,5001,1.0,1,No,1,4.0,22,Support,0,0
E71871,36,3.3,7712,2.0,3,No,1,1.1,31,Operations,0,0
E72032,31,15.1,8226,1.0,3,Yes,1,3.6,7,Support,0,0
E72556,48,3.6,4746,5.0,4,Yes,1,1.5,13,Support,0,0
E70957,42,5.1,7215,5.0,1,No,1,1.0,3,Engineering,0,0
E72215,33,3.5,4843,2.0,3,No,0,2.0,20,Operations,0,0
E71516,25,1.8,7241,3.0,2,No,4,5.0,18,Support,0,0
E71118,32,3.3,8389,2.0,3,Yes,2,1.9,5,Operations,0,0
E73186,33,6.7,5308,4.0,2,No,0,9.3,17,Support,0,0
E72483,24,0.7,4405,5.0,2,No,0,3.8,24,Engineering,0,0
E71670,38,9.7,6987,3.0,1,No,0,5.0,9,Support,0,0
E72791,42,2.8,7009,5.0,1,No,1,2.4,13,Engineering,0,0
E70603,44,13.1,10587,4.0,1,No,1,4.3,24,Engineering,0,0
E73225,37,5.6,2909,1.0,3,No,2,5.2,16,Support,1,1
E70360,27,4.2,3139,5.0,4,No,1,6.0,23,Management,0,0
E70677,35,15.1,4459,5.0,4,No,2,2.1,13,Management,0,0
E70547,31,3.2,3299,2.0,3,No,0,1.5,31,Operations,0,0
E71741,36,1.1,8265,1.0,4,Yes,0,10.7,23,Support,1,1
E72612,42,5.3,8164,2.0,1,No,2,0.5,29,Sales,0,0
E71067,43,7.6,5354,4.0,3,No,2,4.8,21,Operations,0,0
E71177,48,2.8,10724,2.0,2,No,1,3.7,29,Sales,0,1
E70846,27,6.1,8998,2.0,3,No,2,1.5,11,Engineering,0,0
E70834,44,4.1,4037,5.0,2,No,1,1.1,7,Support,0,0
E70550,29,4.9,3847,4.0,2,Yes,2,2.0,4,Operations,1,1
E70185,51,10.7,4327,3.0,2,No,0,6.9,20,Sales,1,1
E72132,40,12.3,6909,5.0,4,No,0,3.9,24,Support,1,0
E72782,30,8.5,2500,2.0,1,No,0,1.5,4,Management,0,0
E70681,38,3.7,8102,5.0,4,Yes,0,2.1,4,Operations,0,0
E70180,36,0.2,5037,5.0,1,No,1,1.3,6,Operations,0,0
E73298,44,7.1,5673,4.0,4,Yes,4,6.8,10,Management,0,0
E70221,30,3.0,6236,1.0,1,No,0,2.9,7,Engineering,0,0
E72357,44,13.0,4971,3.0,3,Yes,1,3.5,13,Engineering,0,0
E73458,48,5.9,6291,2.0,3,No,0,1.8,18,Sales,0,0
E73575,39,3.3,5860,1.0,4,No,0,1.6,17,Support,0,0
E73933,49,2.5,4158,3.0,3,Yes,2,2.9,10,Sales,1,1
E73382,31,2.4,6145,5.0,2,Yes,2,1.7,17,Sales,0,0
E73967,36,10.2,5892,4.0,4,No,2,5.9,6,Engineering,0,0
E70486,27,2.4,7222,1.0,1,No,2,1.0,20,Operations,0,0
E72964,30,5.9,4419,1.0,3,Yes,3,1.5,11,Engineering,0,0
E73685,48,2.7,4887,2.0,4,Yes,3,2.4,15,Sales,0,0
E73634,28,4.1,6709,5.0,4,No,0,2.4,5,Operations,0,0
E70084,44,5.0,4791,1.0,3,Yes,0,2.3,20,Operations,0,0
E71395,26,3.2,5872,2.0,4,Yes,1,5.8,10,Engineering,0,0
E70998,50,4.9,6402,4.0,1,Yes,0,8.1,25,Operations,0,0
E70441,43,8.4,4760,3.0,1,Yes,2,4.1,10,Engineering,0,0
E71512,27,4.5,9958,1.0,3,Yes,5,6.7,15,Sales,1,1
E73771,28,3.2,3488,3.0,3,No,0,1.5,23,Support,0,0
E72119,24,1.1,7849,1.0,4,No,4,3.7,44,Engineering,0,0
E71817,36,3.1,11168,3.0,1,Yes,2,1.4,18,Engineering,0,0
E71646,36,4.3,9356,1.0,4,No,0,6.1,6,Sales,0,0
E73605,41,4.9,2500,5.0,3,No,0,0.8,3,Engineering,0,0
E73947,45,2.4,3304,4.0,1,No,0,10.4,27,Operations,0,0
E73165,37,4.3,8184,4.0,1,No,2,6.9,5,Sales,1,0
E70993,47,2.4,7464,1.0,1,No,0,1.6,3,Engineering,0,0
E73253,41,4.8,5831,2.0,1,Yes,3,5.1,13,Sales,1,1
E71139,21,1.4,7350,1.0,1,No,0,8.1,23,Engineering,0,0
E70537,44,3.0,7206,2.0,4,No,0,5.2,19,Support,0,0
E71772,43,6.6,8725,5.0,2,No,0,6.7,13,Sales,0,0
E72627,50,0.3,10972,5.0,2,Yes,1,2.5,66,Operations,0,0
E70338,37,4.8,6742,2.0,1,No,3,2.4,18,Operations,1,1
E71932,35,4.2,4184,1.0,2,Yes,2,2.4,14,Engineering,1,1
E72448,30,4.5,7355,3.0,3,No,0,4.9,28,Operations,0,0
E73272,42,2.3,2942,4.0,3,No,3,2.0,17,Support,0,0
E73314,36,7.1,6008,2.0,2,Yes,2,4.7,25,Operations,0,0
E71925,27,0.7,8603,1.0,1,No,2,2.3,10,Support,0,0
E71347,29,3.0,8306,4.0,4,No,1,2.5,24,Support,0,0
E70355,44,2.2,7993,4.0,3,No,0,4.1,16,Management,0,0
E70523,34,5.6,8066,5.0,4,No,0,10.6,11,Support,0,0
E70734,46,6.3,8557,4.0,4,No,2,1.5,13,Support,0,0
E71939,45,4.0,6462,5.0,1,No,2,3.7,7,Engineering,1,1
E70642,48,1.6,5311,3.0,4,No,2,3.6,20,Sales,0,0
E70463,36,7.3,8043,1.0,1,Yes,0,3.3,15,Operations,1,1
E71283,45,3.7,9000,2.0,3,No,1,6.6,18,Operations,0,0
E70431,38,1.5,5986,2.0,1,No,0,2.3,1,Support,0,0
E73014,39,5.6,8695,4.0,2,No,1,3.4,12,Support,0,0
E73580,45,0.3,6938,1.0,2,No,2,1.9,11,Support,1,1
E70199,41,6.9,6815,2.0,2,No,0,0.5,10,Engineering,0,0
E70423,21,2.1,4996,2.0,1,No,2,2.4,2,Engineering,1,1
E72175,40,6.5,8429,4.0,4,Yes,2,3.7,6,Support,0,0
E73773,28,9.2,8141,1.0,4,Yes,0,8.0,3,Management,0,0
E70721,42,1.7,3117,3.0,4,No,1,3.3,32,Management,0,0
E71257,36,2.1,5816,2.0,1,No,0,4.8,25,Sales,1,1
E70862,36,5.3,5665,4.0,4,No,1,9.8,13,Support,0,0
E70268,48,8.2,7604,4.0,1,No,1,3.4,27,Operations,0,0
E73589,49,4.0,6271,4.0,4,No,1,4.0,10,Engineering,0,0
E70921,42,4.3,11104,2.0,3,No,2,3.8,9,Sales,0,0
E70587,40,2.0,5239,1.0,2,No,1,8.7,4,Sales,0,0
E70831,29,5.5,7458,4.0,1,No,2,3.7,4,Engineering,0,0
E70204,26,10.1,2500,1.0,4,Yes,1,9.3,42,Engineering,0,0
E73384,28,4.3,8544,3.0,3,No,1,8.8,28,Engineering,0,0
E71080,34,2.8,7865,1.0,1,Yes,2,2.5,11,Support,1,1
E72116,55,7.9,6389,5.0,4,No,1,6.6,14,Support,0,0
E73255,33,2.3,8214,5.0,1,Yes,3,3.1,19,Sales,1,1
E72074,33,3.5,3191,2.0,4,Yes,1,9.6,15,Engineering,0,0
E72875,32,6.0,4362,2.0,3,No,2,0.9,2,Engineering,1,1
E71801,28,2.9,5448,4.0,4,Yes,4,2.0,4,Management,0,0
E70955,46,2.0,5624,4.0,4,No,1,8.0,38,Sales,1,1
E71720,35,5.5,2500,1.0,2,No,1,3.5,7,Support,1,1
E72334,37,6.1,9760,3.0,3,No,0,4.7,6,Sales,0,0
E70866,28,2.6,2500,,1,No,2,0.6,5,Operations,0,0
E71868,33,2.9,6715,5.0,1,No,1,2.7,43,Support,0,0
E72487,54,5.1,3647,5.0,2,No,0,6.2,25,Operations,0,0
E73369,39,2.3,8458,5.0,2,No,1,1.0,10,Engineering,0,0
E72271,38,6.4,7343,3.0,2,Yes,1,5.2,11,Operations,0,0
E72242,38,2.3,6949,1.0,2,No,2,1.7,36,Engineering,0,0
E72847,29,7.0,2558,1.0,3,Yes,0,3.7,34,Sales,0,0
E70362,25,5.3,8305,5.0,1,Yes,0,0.9,10,Support,0,0
E72683,40,2.2,7350,5.0,2,No,0,3.7,2,Engineering,0,0
E71165,45,4.0,9938,4.0,2,No,0,3.9,28,Operations,0,0
E70590,45,1.9,6934,2.0,3,No,1,6.5,14,Support,0,0
E71777,32,6.4,3925,1.0,2,No,1,1.4,5,Sales,0,0
E71693,26,15.3,9519,2.0,2,No,1,1.6,38,Sales,0,0
E73356,39,6.8,6463,4.0,1,No,3,1.4,17,Operations,0,0
E70689,55,5.0,2626,1.0,2,No,2,5.0,4,Management,0,0
E72100,40,4.0,5235,1.0,2,Yes,0,9.3,9,Engineering,1,1
E70765,49,3.6,4591,4.0,4,Yes,0,0.4,13,Engineering,0,0
E70958,38,2.6,10036,2.0,4,No,1,1.7,11,Operations,1,1
E72629,30,3.7,5006,5.0,1,No,3,2.7,3,Operations,0,0
E71718,51,3.8,5520,1.0,1,No,1,2.0,15,Engineering,1,0
E71479,28,0.9,8857,3.0,2,No,1,1.8,8,Operations,0,0
E71604,37,9.5,3032,1.0,2,No,1,3.2,25,Engineering,1,1
E72619,51,6.4,4829,4.0,4,Yes,0,1.7,21,Management,0,0
E70683,28,4.2,6609,4.0,1,No,2,1.6,4,Sales,0,0
E71092,42,1.5,2990,3.0,1,No,1,2.3,17,Operations,0,0
E73717,42,1.2,6219,5.0,3,Yes,1,6.1,27,Operations,0,0
E70082,36,2.5,2500,3.0,4,No,2,0.9,18,Engineering,0,0
E72891,45,1.9,5955,1.0,4,No,2,3.2,4,Operations,0,0
E72072,42,6.6,6350,3.0,1,Yes,0,0.4,12,Management,0,0
E73141,39,9.5,8706,4.0,4,No,1,0.7,3,Operations,0,0
E70068,36,2.9,6218,4.0,3,No,0,4.1,26,Operations,0,0
E73358,55,4.8,10941,2.0,4,No,0,5.3,2,Engineering,0,0
E70141,54,4.8,4194,4.0,4,No,0,2.2,5,Operations,0,0
E70207,30,3.6,7915,3.0,4,No,2,4.8,12,Operations,0,0
E70976,35,2.3,6975,5.0,3,Yes,2,1.7,17,Sales,0,0
E71062,42,7.0,7518,5.0,1,No,1,5.2,10,Support,0,0
E73876,21,3.0,8800,3.0,4,No,0,10.9,15,Management,0,0
E73175,39,3.4,4677,2.0,3,No,1,1.9,7,Engineering,0,0
E73467,33,2.5,5906,3.0,2,Yes,0,2.3,20,Sales,1,1
E71439,29,3.4,8454,2.0,2,Yes,1,4.1,6,Operations,0,0
E71269,36,7.6,7146,5.0,2,No,3,3.3,28,Sales,0,0
E72673,36,2.3,9855,5.0,4,No,2,4.3,16,Management,0,0
E70928,34,1.4,5664,2.0,2,No,0,4.7,11,Operations,1,1
E71336,32,2.9,2500,3.0,4,No,0,4.9,7,Operations,0,0
E73142,36,1.5,3292,2.0,1,No,0,1.8,41,Sales,0,0
E70960,34,5.3,5046,1.0,2,No,2,1.2,2,Support,0,0
E70713,44,2.5,9061,4.0,3,No,0,6.7,24,Operations,0,0
E72605,36,2.4,4920,2.0,2,No,4,1.4,3,Engineering,0,0
E71928,32,3.3,4700,1.0,3,No,2,1.4,13,Operations,0,0
E70773,47,2.0,9574,4.0,4,No,2,2.9,9,Support,0,0
E71012,50,1.2,5219,3.0,1,No,1,0.8,14,Engineering,0,0
E73742,21,17.0,6623,1.0,3,No,0,2.6,33,Sales,0,0
E71427,45,3.2,5773,5.0,1,No,2,0.2,41,Operations,0,0
E70592,34,5.4,8174,4.0,2,Yes,1,1.7,11,Engineering,0,0
E71918,45,15.0,7506,2.0,3,No,0,0.3,23,Support,0,0
E73963,38,2.4,8561,5.0,4,No,4,1.9,22,Support,0,0
E72447,21,10.3,6393,4.0,1,No,3,2.2,9,Engineering,0,0
E71128,43,6.1,4414,4.0,2,No,0,7.0,2,Sales,0,0
E73922,46,9.1,4223,5.0,2,No,3,5.8,4,Sales,0,0
E71162,37,2.2,5707,3.0,2,No,1,7.6,44,Sales,0,0
E71221,37,8.9,6918,5.0,2,Yes,4,1.3,5,Engineering,0,0
E72623,33,5.2,5986,3.0,1,No,1,1.6,40,Engineering,0,0
E72871,40,2.6,6634,2.0,2,Yes,3,4.8,27,Management,0,0
E72846,35,12.8,7612,3.0,4,Yes,1,6.7,12,Engineering,0,0
E70107,32,14.7,6595,4.0,2,No,3,1.1,19,Sales,1,0
E73469,42,3.5,2500,5.0,2,No,0,0.5,13,Management,0,0
E71733,55,3.7,8447,4.0,3,No,3,0.2,2,Operations,0,0
E73153,37,4.0,5497,1.0,2,Yes,1,1.9,42,Engineering,0,0
E73129,42,12.0,7424,4.0,2,No,2,3.5,4,Support,0,0
E71811,42,3.0,6496,4.0,4,No,1,3.3,21,Sales,0,0
E73735,51,0.8,10024,5.0,4,No,1,8.6,5,Management,0,0
E71041,33,3.0,5095,1.0,3,No,4,2.0,14,Support,0,0
E73081,53,5.3,5728,3.0,3,Yes,2,8.6,5,Operations,1,1
E72414,34,4.8,5085,2.0,1,Yes,1,4.1,9,Engineering,1,1
E73491,39,6.8,6586,5.0,3,Yes,3,1.8,8,Management,0,0
E70102,38,12.4,7053,3.0,4,No,0,3.6,7,Support,0,0
E73273,63,6.4,11572,5.0,1,Yes,2,3.8,17,Support,0,0
E73266,30,3.2,11999,4.0,4,Yes,4,1.7,8,Sales,0,0
E70930,37,0.9,5299,2.0,4,Yes,0,2.4,17,Engineering,0,0
E71583,26,5.2,3834,1.0,1,No,3,4.0,12,Engineering,1,1
E70183,38,3.6,5866,2.0,3,No,2,1.7,13,Engineering,0,0
E71835,40,2.7,3875,5.0,2,No,0,2.2,22,Management,0,0
E71828,51,4.9,10658,3.0,3,Yes,2,3.0,15,Engineering,0,0
E70023,27,1.9,2500,4.0,4,No,2,0.7,10,Operations,0,0
E73879,40,2.7,6362,3.0,1,Yes,3,1.4,11,Operations,0,0
E72759,30,7.8,7887,3.0,1,No,1,2.1,9,Sales,0,0
E72641,37,0.7,10094,5.0,4,No,0,5.2,13,Management,0,0
E72689,40,1.8,8025,1.0,3,No,2,6.2,19,Management,0,0
E73169,38,4.5,2500,2.0,1,Yes,3,1.1,12,Operations,1,1
E73614,32,6.1,6166,4.0,4,No,2,3.8,31,Engineering,0,0
E72691,49,0.9,5670,2.0,4,No,1,5.2,26,Operations,0,0
E70617,42,10.2,4568,4.0,3,Yes,1,1.2,20,Support,1,1
E71127,32,5.2,4191,3.0,1,No,1,0.4,19,Engineering,0,0
E71794,50,3.5,3471,4.0,1,No,2,4.3,22,Engineering,0,0
E71394,29,3.9,6014,1.0,1,No,0,2.4,11,Operations,1,1
E72951,40,0.7,6822,2.0,2,No,1,0.5,25,Engineering,0,0
